theme,model,model_family,is_proprietary,variant,dataset,prompt_format,num_keys,num_updates,condition,query_type,position,accuracy,gap,ci_lower,ci_upper,wilson_hw,n_trials,n_correct,n_offstream,accuracy_onstream,error_types_json,regime,split,provenance_tier,source_file,notes
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,50,IVQ,ordinal,37,0.9722,,0.9224,1.0,0.0498,72,70,0,0.9722,"{""correct"": 70, ""in_sequence"": 2}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,50,IVQ,ordinal,43,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,50,IVQ,ordinal,49,0.9423,,0.8931,0.9915,0.0492,104,98,0,0.9423,"{""correct"": 98, ""in_sequence"": 6}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,50,CVQ,ordinal,50,0.9844,,0.9361,1.0,0.0483,64,63,1,1.0,"{""correct"": 63, ""garbage"": 1}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,50,CVQ,semantic,last,0.9844,,0.9361,1.0,0.0483,64,63,0,0.9844,"{""correct"": 63, ""out_of_context"": 1}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,FVQ,ordinal,1,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,2,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,3,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,4,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,5,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,6,0.9844,,0.9361,1.0,0.0483,64,63,0,0.9844,"{""correct"": 63, ""in_sequence"": 1}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,7,0.9844,,0.9361,1.0,0.0483,64,63,0,0.9844,"{""correct"": 63, ""in_sequence"": 1}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,8,0.9659,,0.9199,1.0,0.0461,88,85,0,0.9659,"{""correct"": 85, ""in_sequence"": 3}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,21,0.9219,,0.8729,0.9708,0.049,128,118,0,0.9219,"{""correct"": 118, ""in_sequence"": 10}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,34,0.845,,0.7945,0.8955,0.0505,200,169,0,0.845,"{""correct"": 169, ""in_sequence"": 31}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,47,0.76,,0.701,0.819,0.059,200,152,0,0.76,"{""correct"": 152, ""in_sequence"": 48}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,60,0.78,,0.7226,0.8374,0.0574,200,156,0,0.78,"{""correct"": 156, ""in_sequence"": 44}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,73,0.73,,0.6687,0.7913,0.0613,200,146,0,0.73,"{""correct"": 146, ""in_sequence"": 54}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,86,0.745,,0.6848,0.8052,0.0602,200,149,0,0.745,"{""correct"": 149, ""in_sequence"": 51}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,99,0.72,,0.6581,0.7819,0.0619,200,144,0,0.72,"{""correct"": 144, ""in_sequence"": 53, ""out_of_context"": 3}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,CVQ,ordinal,100,0.881,,0.8311,0.9308,0.0499,168,148,3,0.897,"{""correct"": 148, ""garbage"": 3, ""in_sequence"": 11, ""out_of_context"": 6}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,CVQ,semantic,last,0.9417,,0.8921,0.9914,0.0497,103,97,0,0.9417,"{""correct"": 97, ""in_sequence"": 2, ""out_of_context"": 4}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=1; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,FVQ,ordinal,1,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,2,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,3,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,4,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,5,0.9659,,0.9199,1.0,0.0461,88,85,0,0.9659,"{""correct"": 85, ""in_sequence"": 3}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,6,0.9659,,0.9199,1.0,0.0461,88,85,0,0.9659,"{""correct"": 85, ""in_sequence"": 3}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,7,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,8,0.9333,,0.8855,0.9811,0.0478,120,112,0,0.9333,"{""correct"": 112, ""in_sequence"": 8}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,35,0.9028,,0.8528,0.9527,0.05,144,130,0,0.9028,"{""correct"": 130, ""in_sequence"": 14}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,63,0.82,,0.7666,0.8734,0.0534,200,164,0,0.82,"{""correct"": 164, ""in_sequence"": 36}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,90,0.675,,0.6105,0.7395,0.0645,200,135,0,0.675,"{""correct"": 135, ""in_sequence"": 65}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,117,0.585,,0.5173,0.6527,0.0677,200,117,1,0.5879,"{""correct"": 117, ""garbage"": 1, ""in_sequence"": 82}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,144,0.465,,0.3965,0.5335,0.0685,200,93,0,0.465,"{""correct"": 93, ""in_sequence"": 107}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,172,0.34,,0.2748,0.4052,0.0652,200,68,0,0.34,"{""correct"": 68, ""in_sequence"": 129, ""out_of_context"": 3}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,199,0.365,,0.2988,0.4312,0.0662,200,73,2,0.3687,"{""correct"": 73, ""garbage"": 2, ""in_sequence"": 117, ""out_of_context"": 8}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,CVQ,ordinal,200,0.5,,0.4314,0.5686,0.0686,200,100,1,0.5025,"{""correct"": 100, ""garbage"": 1, ""in_sequence"": 78, ""out_of_context"": 21}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,CVQ,semantic,last,0.9391,,0.8918,0.9865,0.0474,115,108,0,0.9391,"{""correct"": 108, ""in_sequence"": 4, ""out_of_context"": 3}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=5; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,300,FVQ,ordinal,1,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-haiku-4-5-20251001__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
