arm,model,variant,num_keys,num_updates,condition,query_type,behavioral_accuracy,n_trials,n_correct,n_wrong,H_out_all,H_out_correct,H_out_wrong,confusion_gap,provenance_tier,source_file,notes
base,Qwen2.5-3B-Instruct,base,4,6,FVQ,semantic,0.8533333333333334,150,128,22,0.015742762561978815,0.010596476208832152,0.04568479225301402,0.03508831604418187,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,4,6,CVQ,semantic,0.24666666666666667,150,37,113,0.04284793352410781,0.03552284212742629,0.04524641477788847,0.009723572650462177,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,4,6,IVQ_d25,ordinal,0.34,150,51,99,0.04026247655037282,0.03324307470172047,0.04387853204816345,0.01063545734644298,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,4,6,IVQ_d50,ordinal,0.2866666666666667,150,43,107,0.03458484851129142,0.03758638591472389,0.033378623199631634,-0.004207762715092253,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,4,6,IVQ_d75,ordinal,0.12,150,18,132,0.044031573332977775,0.0397191947309561,0.04461962496052618,0.0049004302295700825,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,4,8,FVQ,semantic,0.8,150,120,30,0.01735333507246739,0.010172819557177333,0.04607539713362754,0.035902577576450205,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,4,8,CVQ,semantic,0.21333333333333335,150,32,118,0.052901014969903466,0.05337509247820535,0.0527724515778216,-0.0006026409003837482,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,4,8,IVQ_d25,ordinal,0.34,150,51,99,0.04278937975607242,0.03660285992797862,0.04597637481902982,0.009373514891051198,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,4,8,IVQ_d50,ordinal,0.13333333333333333,150,20,130,0.05507321876970064,0.04874525881256384,0.056046751070798595,0.007301492258234753,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,4,8,IVQ_d75,ordinal,0.08,150,12,138,0.06082516394793007,0.06885104463404258,0.06012726127957244,-0.00872378335447014,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,4,10,FVQ,semantic,0.8266666666666667,150,124,26,0.019330438510204686,0.013302244362192099,0.04808028752380314,0.03477804316161104,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,4,10,CVQ,semantic,0.18666666666666668,150,28,122,0.061466909582152195,0.04194440763688968,0.0659474837990977,0.024003076162208023,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,4,10,IVQ_d25,ordinal,0.3933333333333333,150,59,91,0.04602244032881088,0.03833616280547758,0.05100585103075227,0.012669688225274686,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,4,10,IVQ_d50,ordinal,0.04666666666666667,150,7,143,0.06404050895123077,0.07082200480208754,0.06370854761587416,-0.007113457186213382,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,4,10,IVQ_d75,ordinal,0.04666666666666667,150,7,143,0.07186616149679323,0.07754031716562727,0.07158840562489227,-0.005951911540735003,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,4,12,FVQ,semantic,0.7333333333333333,150,110,40,0.026143154806864518,0.015537303630899531,0.055309245540768236,0.039771941909868706,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,4,12,CVQ,semantic,0.11333333333333333,150,17,133,0.07514429477660534,0.06359761726631272,0.07662018588694348,0.013022568620630767,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,4,12,IVQ_d25,ordinal,0.18,150,27,123,0.06295239987421548,0.05891518396965217,0.06383861799960745,0.004923434029955286,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,4,12,IVQ_d50,ordinal,0.07333333333333333,150,11,139,0.08016712995725668,0.09218267908215928,0.07921625916319959,-0.012966419918959693,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,4,12,IVQ_d75,ordinal,0.013333333333333334,150,2,148,0.08646862009260232,0.06239874003595567,0.08679388874201646,0.02439514870606079,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,4,FVQ,semantic,0.78,150,117,33,0.017468135385500985,0.012073862589966514,0.036593284387850436,0.02451942179788392,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,4,CVQ,semantic,0.32666666666666666,150,49,101,0.03298523537455061,0.031761497831135556,0.033578929826306426,0.0018174319951708706,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,4,IVQ_d25,ordinal,0.29333333333333333,150,44,106,0.028924873551392772,0.02788283526929379,0.02935741774396217,0.0014745824746683796,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,4,IVQ_d50,ordinal,0.35333333333333333,150,53,97,0.029487918231205022,0.02776396156973878,0.0304298739328309,0.0026659123630921183,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,4,IVQ_d75,ordinal,0.24,150,36,114,0.02980819192991655,0.029297099754535785,0.029969589458984144,0.0006724897044483591,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,6,FVQ,semantic,0.7866666666666666,150,118,32,0.017916581347483473,0.011679751622771564,0.04091489095735863,0.029235139334587067,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,6,CVQ,semantic,0.14666666666666667,150,22,128,0.03956695869685797,0.03679038542919586,0.0400441822272374,0.003253796798041539,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,6,IVQ_d25,ordinal,0.26666666666666666,150,40,110,0.03765633012472608,0.036713493015283954,0.03799917998270504,0.0012856869674210888,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,6,IVQ_d50,ordinal,0.2,150,30,120,0.0394948527395351,0.054351484646688104,0.035780694762746826,-0.01857078988394128,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,6,IVQ_d75,ordinal,0.12666666666666668,150,19,131,0.04743909259964025,0.06862844409570687,0.04436582787883669,-0.024262616216870182,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,8,FVQ,semantic,0.7133333333333334,150,107,43,0.022875642258789918,0.011658291386621366,0.05078858512674418,0.039130293740122814,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,8,CVQ,semantic,0.15333333333333332,150,23,127,0.04920828656492331,0.05712204615559983,0.04777508600913151,-0.009346960146468318,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,8,IVQ_d25,ordinal,0.36,150,54,96,0.04478012755322342,0.039692353571665846,0.04764200041784957,0.007949646846183725,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,8,IVQ_d50,ordinal,0.13333333333333333,150,20,130,0.05159461586937998,0.05360017208720723,0.05128606875894502,-0.002314103328262207,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,8,IVQ_d75,ordinal,0.06,150,9,141,0.05899695923817579,0.07929813752373042,0.05770113934760846,-0.021596998176121963,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,10,FVQ,semantic,0.6533333333333333,150,98,52,0.029800480290616604,0.018927873325920778,0.0502911626471587,0.03136328932123793,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,10,CVQ,semantic,0.16666666666666666,150,25,125,0.06204891317087473,0.061819484146665896,0.06209479897571651,0.0002753148290506116,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,10,IVQ_d25,ordinal,0.32666666666666666,150,49,101,0.04973803702048252,0.05480845059591603,0.047278133404678145,-0.007530317191237888,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,10,IVQ_d50,ordinal,0.1,150,15,135,0.060541636645538875,0.07691533401341773,0.0587223369379968,-0.01819299707542093,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,10,IVQ_d75,ordinal,0.07333333333333333,150,11,139,0.07632372241166725,0.07710996661696443,0.07626150164721925,-0.0008484649697451802,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,12,FVQ,semantic,0.6533333333333333,150,98,52,0.03166179799988908,0.01801609498742366,0.05737869983107391,0.03936260484365025,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,12,CVQ,semantic,0.15333333333333332,150,23,127,0.07410067787592092,0.06797856149806979,0.075209407613642,0.007230846115572218,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,12,IVQ_d25,ordinal,0.14666666666666667,150,22,128,0.06285124432267618,0.06222369439398539,0.06295910446666986,0.0007354100726844684,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,12,IVQ_d50,ordinal,0.08666666666666667,150,13,137,0.07551377288905571,0.07492556504641733,0.07556958823178782,0.0006440231853704903,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,6,12,IVQ_d75,ordinal,0.04,150,6,144,0.08530623050495455,0.10805972478149566,0.08435816824343201,-0.023701556538063648,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,4,FVQ,semantic,0.7333333333333333,150,110,40,0.015444338460717915,0.008512864687858846,0.03450589133608034,0.025993026648221493,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,4,CVQ,semantic,0.3,150,45,105,0.02887832153060419,0.028674724702308203,0.0289655773141596,0.0002908526118513971,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,4,IVQ_d25,ordinal,0.3333333333333333,150,50,100,0.033238355310504356,0.028461571032866045,0.03562674744932352,0.007165176416457478,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,4,IVQ_d50,ordinal,0.28,150,42,108,0.028877341557270727,0.03028341482774219,0.028330535285420736,-0.0019528795423214527,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,4,IVQ_d75,ordinal,0.15333333333333332,150,23,127,0.031070817632844836,0.0388737733567165,0.029657683919072805,-0.009216089437643692,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,6,FVQ,semantic,0.6733333333333333,150,101,49,0.026187209128696553,0.01848508075931533,0.04206302474721703,0.0235779439879017,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,6,CVQ,semantic,0.19333333333333333,150,29,121,0.04438128448586225,0.023975006933829635,0.04927204522147337,0.025297038287643733,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,6,IVQ_d25,ordinal,0.2866666666666667,150,43,107,0.03438477483827623,0.029086604432522832,0.036513946122831334,0.007427341690308502,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,6,IVQ_d50,ordinal,0.18666666666666668,150,28,122,0.04087552355781387,0.046816151546548536,0.0395121007407272,-0.007304050805821333,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,6,IVQ_d75,ordinal,0.12,150,18,132,0.04448968439393416,0.0603404000270191,0.04232822317124076,-0.018012176855778335,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,8,FVQ,semantic,0.7,150,105,45,0.025522010310393493,0.016615382663595617,0.04630414148625518,0.029688758822659565,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,8,CVQ,semantic,0.14,150,21,129,0.05783377889271133,0.0643097666781902,0.05677954832298222,-0.007530218355207979,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,8,IVQ_d25,ordinal,0.25333333333333335,150,38,112,0.042296408520701406,0.04232345701291527,0.04228723135370029,-3.6225659214975114e-05,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,8,IVQ_d50,ordinal,0.14666666666666667,150,22,128,0.048030128997570254,0.05485656000726603,0.046856836167778804,-0.007999723839487223,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,8,IVQ_d75,ordinal,0.02666666666666667,150,4,146,0.057980059736323725,0.10897875764814294,0.05658283513599991,-0.05239592251214303,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,10,FVQ,semantic,0.68,150,102,48,0.029255369095719987,0.01824311377824694,0.05265641164535013,0.03441329786710319,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,10,CVQ,semantic,0.12666666666666668,150,19,131,0.06825039596780431,0.05219937506377253,0.07057840663327457,0.01837903156950204,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,10,IVQ_d25,ordinal,0.22666666666666666,150,34,116,0.049130636489573165,0.04311591539459214,0.05089357198292963,0.007777656588337491,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,10,IVQ_d50,ordinal,0.03333333333333333,150,5,145,0.057621013546232856,0.08082234477104171,0.056820967641929086,-0.02400137712911262,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,10,IVQ_d75,ordinal,0.02666666666666667,150,4,146,0.07162891211314867,0.10552565083311971,0.07070023433999877,-0.034825416493120945,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,12,FVQ,semantic,0.64,150,96,54,0.036549859834318875,0.019611916197387776,0.06666175963330742,0.04704984343591964,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,12,CVQ,semantic,0.15333333333333332,150,23,127,0.07528819054947614,0.05670456846255633,0.07865372840773723,0.021949159945180895,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,12,IVQ_d25,ordinal,0.20666666666666667,150,31,119,0.05566078621847409,0.05474739177646308,0.055898729308409716,0.0011513375319466349,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,12,IVQ_d50,ordinal,0.04,150,6,144,0.0751705290345901,0.07487744411054706,0.07518274090642522,0.0003052967958781655,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,8,12,IVQ_d75,ordinal,0.02,150,3,147,0.08732491681471041,0.10760356670049381,0.08691106681704137,-0.02069249988345244,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,10,4,FVQ,semantic,0.6866666666666666,150,103,47,0.019987148853097166,0.011576293595561633,0.03841944867280275,0.02684315507724112,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,10,4,CVQ,semantic,0.3466666666666667,150,52,98,0.031755253026709486,0.030124011132830412,0.03262080994999226,0.0024967988171618466,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,10,4,IVQ_d25,ordinal,0.34,150,51,99,0.026201340148391414,0.030825883285486952,0.023818999744433123,-0.007006883541053829,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,10,4,IVQ_d50,ordinal,0.35333333333333333,150,53,97,0.026166785893053723,0.030421024447794834,0.023842305033246712,-0.006578719414548122,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,10,4,IVQ_d75,ordinal,0.2,150,30,120,0.03768789114250126,0.041486456586913474,0.0367382497813982,-0.004748206805515277,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,10,6,FVQ,semantic,0.6866666666666666,150,103,47,0.02424599613555712,0.014300278001072201,0.046041931621768756,0.03174165362069656,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,10,6,CVQ,semantic,0.17333333333333334,150,26,124,0.043821636906957485,0.03564569300196225,0.045535947725746824,0.009890254723784575,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,10,6,IVQ_d25,ordinal,0.2866666666666667,150,43,107,0.04059985591996672,0.0386802561564108,0.0413712838623303,0.002691027705919502,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,10,6,IVQ_d50,ordinal,0.18,150,27,123,0.04129298670662293,0.05484168128306219,0.03831888301911186,-0.016522798263950325,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,10,6,IVQ_d75,ordinal,0.18,150,27,123,0.04434905140460753,0.05041070394798892,0.043018444748743334,-0.0073922591992455836,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,10,8,FVQ,semantic,0.6333333333333333,150,95,55,0.027211142880440686,0.019308787047086794,0.040860666592597426,0.021551879545510633,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,10,8,CVQ,semantic,0.12,150,18,132,0.05914131113529611,0.05544904755780097,0.05964480162313636,0.004195754065335386,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,10,8,IVQ_d25,ordinal,0.3,150,45,105,0.04422467295716576,0.0408014130155129,0.04569178436073128,0.004890371345218379,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,10,8,IVQ_d50,ordinal,0.09333333333333334,150,14,136,0.054613760421123154,0.0638132045972571,0.053666758814756424,-0.01014644578250068,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,10,8,IVQ_d75,ordinal,0.06,150,9,141,0.05715258413250415,0.07171453051998626,0.056223098192877644,-0.015491432327108617,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,10,10,FVQ,semantic,0.6866666666666666,150,103,47,0.030911956496562153,0.016114510933907984,0.06334040102748507,0.04722589009357709,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
base,Qwen2.5-3B-Instruct,base,10,10,CVQ,semantic,0.08,150,12,138,0.059576731307481916,0.07400035723924807,0.058322502965589246,-0.015677854273658823,raw,lora_intervention/experiments/entropy_lens/results/entropy_base.json,
