theme,model,model_family,is_proprietary,variant,dataset,prompt_format,num_keys,num_updates,condition,query_type,position,accuracy,gap,ci_lower,ci_upper,wilson_hw,n_trials,n_correct,n_offstream,accuracy_onstream,error_types_json,regime,split,provenance_tier,source_file,notes
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,30,CVQ,semantic,last,0.82,,0.74,0.89,,100,,2,0.8367,"{""correct"": 82, ""garbage"": 2, ""intermediate_intrusion"": 16}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,30,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,50,CVQ,semantic,last,0.87,,0.8,0.93,,100,,6,0.9255,"{""correct"": 87, ""garbage"": 6, ""intermediate_intrusion"": 7}",AB,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,50,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",AB,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,75,CVQ,semantic,last,0.85,,0.78,0.92,,100,,14,0.9884,"{""correct"": 85, ""garbage"": 14, ""intermediate_intrusion"": 1}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,75,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,100,CVQ,semantic,last,0.81,,0.73,0.88,,100,,17,0.9759,"{""correct"": 81, ""garbage"": 17, ""intermediate_intrusion"": 2}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,2,100,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,5,CVQ,semantic,last,0.92,,0.86,0.97,,100,,0,0.92,"{""correct"": 92, ""intermediate_intrusion"": 8}",AB,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,5,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",AB,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,7,CVQ,semantic,last,0.92,,0.86,0.97,,100,,0,0.92,"{""correct"": 92, ""intermediate_intrusion"": 8}",AB,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,7,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",AB,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,10,CVQ,semantic,last,0.8,,0.71,0.87,,100,,0,0.8,"{""correct"": 80, ""intermediate_intrusion"": 20}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,10,FVQ,semantic,first,0.99,,0.97,1.0,,100,,0,0.99,"{""correct"": 99, ""intermediate_intrusion"": 1}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,15,CVQ,semantic,last,0.79,,0.7098,0.87,,100,,0,0.79,"{""correct"": 79, ""intermediate_intrusion"": 21}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,15,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,20,CVQ,semantic,last,0.83,,0.76,0.9,,100,,2,0.8469,"{""correct"": 83, ""garbage"": 2, ""intermediate_intrusion"": 15}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,20,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,30,CVQ,semantic,last,0.76,,0.67,0.84,,100,,7,0.8172,"{""correct"": 76, ""garbage"": 7, ""intermediate_intrusion"": 17}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,30,FVQ,semantic,first,0.99,,0.97,1.0,,100,,1,1.0,"{""correct"": 99, ""garbage"": 1}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,50,CVQ,semantic,last,0.72,,0.63,0.8002,,100,,15,0.8471,"{""correct"": 72, ""garbage"": 15, ""intermediate_intrusion"": 13}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,50,FVQ,semantic,first,0.97,,0.93,1.0,,100,,3,1.0,"{""correct"": 97, ""garbage"": 3}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,75,CVQ,semantic,last,0.78,,0.69,0.86,,100,,11,0.8764,"{""correct"": 78, ""garbage"": 11, ""intermediate_intrusion"": 11}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,75,FVQ,semantic,first,0.97,,0.93,1.0,,100,,2,0.9898,"{""correct"": 97, ""garbage"": 2, ""intermediate_intrusion"": 1}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,100,CVQ,semantic,last,0.76,,0.67,0.84,,100,,19,0.9383,"{""correct"": 76, ""garbage"": 19, ""intermediate_intrusion"": 5}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,3,100,FVQ,semantic,first,0.95,,0.9,0.99,,100,,4,0.9896,"{""correct"": 95, ""garbage"": 4, ""intermediate_intrusion"": 1}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,5,5,CVQ,semantic,last,0.79,,0.71,0.87,,100,,0,0.79,"{""correct"": 79, ""intermediate_intrusion"": 21}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,5,5,FVQ,semantic,first,1.0,,1.0,1.0,,100,,0,1.0,"{""correct"": 100}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,5,7,CVQ,semantic,last,0.72,,0.63,0.8002,,100,,0,0.72,"{""correct"": 72, ""intermediate_intrusion"": 28}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,5,7,FVQ,semantic,first,0.99,,0.97,1.0,,100,,1,1.0,"{""correct"": 99, ""garbage"": 1}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,5,10,CVQ,semantic,last,0.65,,0.55,0.74,,100,,0,0.65,"{""correct"": 65, ""intermediate_intrusion"": 35}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,5,10,FVQ,semantic,first,0.94,,0.89,0.98,,100,,1,0.9495,"{""correct"": 94, ""garbage"": 1, ""intermediate_intrusion"": 5}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,5,15,CVQ,semantic,last,0.71,,0.62,0.8,,100,,0,0.71,"{""correct"": 71, ""intermediate_intrusion"": 29}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,5,15,FVQ,semantic,first,0.97,,0.93,1.0,,100,,1,0.9798,"{""correct"": 97, ""garbage"": 1, ""intermediate_intrusion"": 2}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,5,20,CVQ,semantic,last,0.75,,0.66,0.83,,100,,2,0.7653,"{""correct"": 75, ""garbage"": 2, ""intermediate_intrusion"": 23}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,5,20,FVQ,semantic,first,0.97,,0.93,1.0,,100,,0,0.97,"{""correct"": 97, ""intermediate_intrusion"": 3}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,5,30,CVQ,semantic,last,0.71,,0.62,0.79,,100,,5,0.7474,"{""correct"": 71, ""garbage"": 5, ""intermediate_intrusion"": 24}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,5,30,FVQ,semantic,first,0.92,,0.86,0.97,,100,,4,0.9583,"{""correct"": 92, ""garbage"": 4, ""intermediate_intrusion"": 4}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,5,50,CVQ,semantic,last,0.65,,0.55,0.74,,100,,20,0.8125,"{""correct"": 65, ""garbage"": 20, ""intermediate_intrusion"": 15}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,5,50,FVQ,semantic,first,0.93,,0.88,0.97,,100,,4,0.9688,"{""correct"": 93, ""garbage"": 4, ""intermediate_intrusion"": 3}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,5,75,CVQ,semantic,last,0.68,,0.59,0.77,,100,,20,0.85,"{""correct"": 68, ""garbage"": 20, ""intermediate_intrusion"": 12}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,5,75,FVQ,semantic,first,0.86,,0.79,0.92,,100,,10,0.9556,"{""correct"": 86, ""garbage"": 10, ""intermediate_intrusion"": 4}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,5,100,CVQ,semantic,last,0.63,,0.54,0.7202,,100,,26,0.8514,"{""correct"": 63, ""garbage"": 26, ""intermediate_intrusion"": 11}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,5,100,FVQ,semantic,first,0.85,,0.78,0.92,,100,,13,0.977,"{""correct"": 85, ""garbage"": 13, ""intermediate_intrusion"": 2}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,7,5,CVQ,semantic,last,0.78,,0.7,0.86,,100,,0,0.78,"{""correct"": 78, ""intermediate_intrusion"": 21, ""primacy_intrusion"": 1}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,7,5,FVQ,semantic,first,0.97,,0.93,1.0,,100,,1,0.9798,"{""correct"": 97, ""garbage"": 1, ""intermediate_intrusion"": 2}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,7,7,CVQ,semantic,last,0.65,,0.56,0.74,,100,,0,0.65,"{""correct"": 65, ""intermediate_intrusion"": 35}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,7,7,FVQ,semantic,first,0.98,,0.95,1.0,,100,,0,0.98,"{""correct"": 98, ""intermediate_intrusion"": 2}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,7,10,CVQ,semantic,last,0.65,,0.56,0.74,,100,,0,0.65,"{""correct"": 65, ""intermediate_intrusion"": 35}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,7,10,FVQ,semantic,first,0.9,,0.84,0.95,,100,,2,0.9184,"{""correct"": 90, ""garbage"": 2, ""intermediate_intrusion"": 7, ""recency_intrusion"": 1}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,7,15,CVQ,semantic,last,0.74,,0.65,0.82,,100,,1,0.7475,"{""correct"": 74, ""garbage"": 1, ""intermediate_intrusion"": 25}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,7,15,FVQ,semantic,first,0.89,,0.8298,0.95,,100,,3,0.9175,"{""correct"": 89, ""garbage"": 3, ""intermediate_intrusion"": 8}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,7,20,CVQ,semantic,last,0.64,,0.55,0.73,,100,,2,0.6531,"{""correct"": 64, ""garbage"": 2, ""intermediate_intrusion"": 34}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,7,20,FVQ,semantic,first,0.9,,0.84,0.95,,100,,1,0.9091,"{""correct"": 90, ""garbage"": 1, ""intermediate_intrusion"": 9}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,7,30,CVQ,semantic,last,0.66,,0.57,0.75,,100,,9,0.7253,"{""correct"": 66, ""garbage"": 9, ""intermediate_intrusion"": 25}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,7,30,FVQ,semantic,first,0.93,,0.87,0.98,,100,,2,0.949,"{""correct"": 93, ""garbage"": 2, ""intermediate_intrusion"": 5}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,7,50,CVQ,semantic,last,0.61,,0.51,0.7002,,100,,16,0.7262,"{""correct"": 61, ""garbage"": 16, ""intermediate_intrusion"": 23}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,7,50,FVQ,semantic,first,0.89,,0.82,0.95,,100,,6,0.9468,"{""correct"": 89, ""garbage"": 6, ""intermediate_intrusion"": 5}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,7,75,CVQ,semantic,last,0.54,,0.44,0.64,,100,,23,0.7013,"{""correct"": 54, ""garbage"": 23, ""intermediate_intrusion"": 23}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,7,75,FVQ,semantic,first,0.82,,0.74,0.89,,100,,12,0.9318,"{""correct"": 82, ""garbage"": 12, ""intermediate_intrusion"": 6}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,7,100,CVQ,semantic,last,0.57,,0.47,0.6602,,100,,28,0.7917,"{""correct"": 57, ""garbage"": 28, ""intermediate_intrusion"": 15}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,7,100,FVQ,semantic,first,0.81,,0.73,0.88,,100,,7,0.871,"{""correct"": 81, ""garbage"": 7, ""intermediate_intrusion"": 12}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,10,5,CVQ,semantic,last,0.67,,0.58,0.76,,100,,0,0.67,"{""correct"": 67, ""intermediate_intrusion"": 33}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,10,5,FVQ,semantic,first,0.93,,0.88,0.9702,,100,,1,0.9394,"{""correct"": 93, ""garbage"": 1, ""intermediate_intrusion"": 4, ""recency_intrusion"": 2}",C,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,10,7,CVQ,semantic,last,0.7,,0.61,0.79,,100,,0,0.7,"{""correct"": 70, ""intermediate_intrusion"": 30}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,10,7,FVQ,semantic,first,0.91,,0.85,0.96,,100,,2,0.9286,"{""correct"": 91, ""garbage"": 2, ""intermediate_intrusion"": 7}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,10,10,CVQ,semantic,last,0.65,,0.56,0.74,,100,,1,0.6566,"{""correct"": 65, ""garbage"": 1, ""intermediate_intrusion"": 34}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,10,10,FVQ,semantic,first,0.85,,0.77,0.92,,100,,4,0.8854,"{""correct"": 85, ""garbage"": 4, ""intermediate_intrusion"": 11}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,10,15,CVQ,semantic,last,0.6,,0.5,0.6902,,100,,2,0.6122,"{""correct"": 60, ""garbage"": 2, ""intermediate_intrusion"": 38}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,10,15,FVQ,semantic,first,0.81,,0.73,0.88,,100,,5,0.8526,"{""correct"": 81, ""garbage"": 5, ""intermediate_intrusion"": 13, ""recency_intrusion"": 1}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
01_fvq_cvq,Qwen3.5-9B,Qwen3.5,False,base,arbitrary_single,completion_few_shot,10,20,CVQ,semantic,last,0.67,,0.57,0.76,,100,,4,0.6979,"{""correct"": 67, ""garbage"": 4, ""intermediate_intrusion"": 29}",B,,raw,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json,
