arm,model,variant,num_keys,num_updates,condition,query_type,behavioral_accuracy,n_trials,n_correct,n_wrong,H_out_all,H_out_correct,H_out_wrong,confusion_gap,provenance_tier,source_file,notes
lora,Qwen2.5-3B-Instruct,lora,2,8,IVQ_d75,ordinal,0.9266666666666666,150,139,11,0.013352832230814436,0.011206812189137693,0.04047072184836608,0.029263909659228385,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=11 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,2,10,FVQ,semantic,1.0,150,150,0,0.001700491849583258,0.001700491849583258,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,2,10,CVQ,semantic,1.0,150,150,0,0.0011555295744423804,0.0011555295744423804,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,2,10,IVQ_d25,ordinal,1.0,150,150,0,0.0008501599743251189,0.0008501599743251189,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,2,10,IVQ_d50,ordinal,0.9866666666666667,150,148,2,0.006715401318459828,0.006097938144060718,0.05240767622399389,0.046309738079933174,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=2 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,2,10,IVQ_d75,ordinal,0.8333333333333334,150,125,25,0.03624055551274193,0.030797346493304765,0.06345660060992783,0.03265925411662307,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,2,12,FVQ,semantic,1.0,150,150,0,0.0019271122890047532,0.0019271122890047532,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,2,12,CVQ,semantic,1.0,150,150,0,0.0011679448293200065,0.0011679448293200065,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,2,12,IVQ_d25,ordinal,1.0,150,150,0,0.0015850821260281844,0.0015850821260281844,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,2,12,IVQ_d50,ordinal,0.8866666666666667,150,133,17,0.01656142251942923,0.012671732768798497,0.0469925246861284,0.0343207919173299,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=17 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,2,12,IVQ_d75,ordinal,0.6333333333333333,150,95,55,0.04641896227253385,0.042920966911409966,0.052460954259929554,0.009539987348519588,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,4,4,FVQ,semantic,1.0,150,150,0,0.001231127933334582,0.001231127933334582,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,4,4,CVQ,semantic,1.0,150,150,0,0.0022951982613639696,0.0022951982613639696,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,4,4,IVQ_d25,ordinal,0.9933333333333333,150,149,1,0.001948513372619623,0.0015437744018878537,0.062254620011653244,0.06071084560976539,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=1 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,4,4,IVQ_d50,ordinal,1.0,150,150,0,0.0027108035611727423,0.0027108035611727423,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,4,4,IVQ_d75,ordinal,1.0,150,150,0,0.002097066775022857,0.002097066775022857,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,4,6,FVQ,semantic,1.0,150,150,0,0.0023872535279078075,0.0023872535279078075,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,4,6,CVQ,semantic,1.0,150,150,0,0.0014270223554084939,0.0014270223554084939,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,4,6,IVQ_d25,ordinal,1.0,150,150,0,0.0024855920319122246,0.0024855920319122246,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,4,6,IVQ_d50,ordinal,0.9933333333333333,150,149,1,0.002564643449501993,0.0021807772188018213,0.059760711823827535,0.057579934605025716,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=1 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,4,6,IVQ_d75,ordinal,1.0,150,150,0,0.005636795992853479,0.005636795992853479,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,4,8,FVQ,semantic,0.9933333333333333,150,149,1,0.0026895398087595818,0.0020761051400333946,0.09409130544896144,0.09201520030892804,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=1 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,4,8,CVQ,semantic,1.0,150,150,0,0.0010095941463305904,0.0010095941463305904,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,4,8,IVQ_d25,ordinal,1.0,150,150,0,0.001732796393205271,0.001732796393205271,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,4,8,IVQ_d50,ordinal,0.9933333333333333,150,149,1,0.0067655095965498905,0.006495230230931148,0.04703713507374267,0.040541904842811526,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=1 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,4,8,IVQ_d75,ordinal,0.9,150,135,15,0.021563347974473613,0.01738955512177686,0.05912748364874441,0.041737928526967547,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=15 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,4,10,FVQ,semantic,0.9933333333333333,150,149,1,0.0016860767478943605,0.0012944982470351112,0.06003127337592254,0.058736775128887427,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=1 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,4,10,CVQ,semantic,1.0,150,150,0,0.001970712203793565,0.001970712203793565,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,4,10,IVQ_d25,ordinal,1.0,150,150,0,0.002668006304933937,0.002668006304933937,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,4,10,IVQ_d50,ordinal,0.92,150,138,12,0.020086186917983695,0.017481854678796403,0.05003600766863761,0.03255415298984121,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=12 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,4,10,IVQ_d75,ordinal,0.7533333333333333,150,113,37,0.04680897798808126,0.04309119723956355,0.05816328135517588,0.015072084115612332,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,4,12,FVQ,semantic,0.9933333333333333,150,149,1,0.0024251857208820986,0.002202723745931483,0.0355720199885238,0.03336929624259232,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=1 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,4,12,CVQ,semantic,1.0,150,150,0,0.0020632884228424606,0.0020632884228424606,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,4,12,IVQ_d25,ordinal,1.0,150,150,0,0.003254978543060801,0.003254978543060801,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,4,12,IVQ_d50,ordinal,0.7733333333333333,150,116,34,0.02983979229028697,0.023946063497299587,0.049947808172243965,0.02600174467494438,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,4,12,IVQ_d75,ordinal,0.5733333333333334,150,86,64,0.059445601661574775,0.056945121733367424,0.06280562156510339,0.005860499831735963,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,6,4,FVQ,semantic,1.0,150,150,0,0.00237706637772829,0.00237706637772829,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,6,4,CVQ,semantic,1.0,150,150,0,0.0019134429641954158,0.0019134429641954158,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,6,4,IVQ_d25,ordinal,1.0,150,150,0,0.0020596956336837854,0.0020596956336837854,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,6,4,IVQ_d50,ordinal,0.9933333333333333,150,149,1,0.0027084054696264776,0.002318457044272748,0.06081072084733212,0.05849226380305937,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=1 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,6,4,IVQ_d75,ordinal,1.0,150,150,0,0.0019246891039639673,0.0019246891039639673,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,6,6,FVQ,semantic,0.9933333333333333,150,149,1,0.0018226998093537976,0.001382078864887869,0.06747522053477731,0.06609314166988944,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=1 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,6,6,CVQ,semantic,1.0,150,150,0,0.0014231749276652906,0.0014231749276652906,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,6,6,IVQ_d25,ordinal,1.0,150,150,0,0.002089886066368574,0.002089886066368574,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,6,6,IVQ_d50,ordinal,1.0,150,150,0,0.002539986475698363,0.002539986475698363,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,6,6,IVQ_d75,ordinal,0.9933333333333333,150,149,1,0.006875106270278167,0.006619222948035648,0.04500172128441353,0.03838249833637788,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=1 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,6,8,FVQ,semantic,1.0,150,150,0,0.001949994486594966,0.001949994486594966,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,6,8,CVQ,semantic,1.0,150,150,0,0.0009803076458879132,0.0009803076458879132,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,6,8,IVQ_d25,ordinal,1.0,150,150,0,0.002020270523484479,0.002020270523484479,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,6,8,IVQ_d50,ordinal,0.9666666666666667,150,145,5,0.00788424832737971,0.006721995343185585,0.04158958486900928,0.034867589525823695,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=5 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,6,8,IVQ_d75,ordinal,0.84,150,126,24,0.03016461360578286,0.02650715846340382,0.04936625310327273,0.022859094639868908,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,6,10,FVQ,semantic,1.0,150,150,0,0.003061211240333586,0.003061211240333586,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,6,10,CVQ,semantic,1.0,150,150,0,0.0014650772375203944,0.0014650772375203944,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,6,10,IVQ_d25,ordinal,0.9933333333333333,150,149,1,0.0022581298382124224,0.001886670231062959,0.057605611303482455,0.055718941072419495,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=1 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,6,10,IVQ_d50,ordinal,0.92,150,138,12,0.024867812315074483,0.02179557675034914,0.060198521309415866,0.038402944559066725,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=12 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,6,10,IVQ_d75,ordinal,0.6133333333333333,150,92,58,0.050972602430318315,0.043985740471769716,0.06205521105422303,0.018069470582453312,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,6,12,FVQ,semantic,1.0,150,150,0,0.0014216349229528036,0.0014216349229528036,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,6,12,CVQ,semantic,1.0,150,150,0,0.0019209945651526062,0.0019209945651526062,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,6,12,IVQ_d25,ordinal,0.9866666666666667,150,148,2,0.0050475381148193665,0.004336120705600088,0.057692426397045984,0.05335630569144589,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=2 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,6,12,IVQ_d50,ordinal,0.8133333333333334,150,122,28,0.031768996996474896,0.027849195963140956,0.04884813007028706,0.0209989341071461,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,6,12,IVQ_d75,ordinal,0.5266666666666666,150,79,71,0.06353472417361433,0.054566883169557434,0.07351302613587476,0.01894614296631733,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,8,4,FVQ,semantic,1.0,150,150,0,0.00174886001503318,0.00174886001503318,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,8,4,CVQ,semantic,1.0,150,150,0,0.0016546992005050049,0.0016546992005050049,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,8,4,IVQ_d25,ordinal,1.0,150,150,0,0.0021558381042805106,0.0021558381042805106,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,8,4,IVQ_d50,ordinal,1.0,150,150,0,0.0017022075631045227,0.0017022075631045227,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,8,4,IVQ_d75,ordinal,0.9933333333333333,150,149,1,0.0039117995736843115,0.003609974424738013,0.04888374676668291,0.0452737723419449,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=1 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,8,6,FVQ,semantic,1.0,150,150,0,0.0024963924664657268,0.0024963924664657268,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,8,6,CVQ,semantic,1.0,150,150,0,0.0019771355090998856,0.0019771355090998856,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,8,6,IVQ_d25,ordinal,1.0,150,150,0,0.001724676360339323,0.001724676360339323,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,8,6,IVQ_d50,ordinal,0.9933333333333333,150,149,1,0.003047373465240928,0.0029911454220949785,0.011425351893987495,0.008434206471892518,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=1 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,8,6,IVQ_d75,ordinal,0.9933333333333333,150,149,1,0.010105174913435029,0.010154293022900936,0.0027865766030147803,-0.007367716419886156,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=1 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,8,8,FVQ,semantic,1.0,150,150,0,0.002564920891431595,0.002564920891431595,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,8,8,CVQ,semantic,1.0,150,150,0,0.0008370952845797589,0.0008370952845797589,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,8,8,IVQ_d25,ordinal,1.0,150,150,0,0.0021757015035542646,0.0021757015035542646,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,8,8,IVQ_d50,ordinal,0.9733333333333334,150,146,4,0.010181471818203006,0.009152374352195803,0.047743529327465936,0.03859115497527013,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=4 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,8,8,IVQ_d75,ordinal,0.84,150,126,24,0.03269013711445939,0.029718436243460877,0.048291566687201366,0.01857313044374049,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,8,10,FVQ,semantic,1.0,150,150,0,0.001867909274076227,0.001867909274076227,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,8,10,CVQ,semantic,1.0,150,150,0,0.002881714650194052,0.002881714650194052,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,8,10,IVQ_d25,ordinal,0.9933333333333333,150,149,1,0.003966440139800741,0.003569745556269668,0.06307393308593064,0.05950418752966097,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=1 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,8,10,IVQ_d50,ordinal,0.9266666666666666,150,139,11,0.024810473872039975,0.022765763558502974,0.05064817692491653,0.027882413366413554,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=11 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,8,10,IVQ_d75,ordinal,0.62,150,93,57,0.05678605121941519,0.04845740211170748,0.07037489976356985,0.02191749765186237,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,8,12,FVQ,semantic,1.0,150,150,0,0.0017672305254896174,0.0017672305254896174,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,8,12,CVQ,semantic,1.0,150,150,0,0.002471084556467272,0.002471084556467272,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,8,12,IVQ_d25,ordinal,1.0,150,150,0,0.006216730746823405,0.006216730746823405,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,8,12,IVQ_d50,ordinal,0.7333333333333333,150,110,40,0.04255988720702775,0.038894390026912015,0.052640004452346,0.013745614425433983,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,8,12,IVQ_d75,ordinal,0.52,150,78,72,0.06434062101336908,0.05609855828468121,0.07326952230278082,0.01717096401809961,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,10,4,FVQ,semantic,1.0,150,150,0,0.0011886441498342927,0.0011886441498342927,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,10,4,CVQ,semantic,1.0,150,150,0,0.0016594366202640942,0.0016594366202640942,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,10,4,IVQ_d25,ordinal,1.0,150,150,0,0.003596811238432589,0.003596811238432589,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,10,4,IVQ_d50,ordinal,1.0,150,150,0,0.0020719582699753295,0.0020719582699753295,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,10,4,IVQ_d75,ordinal,0.9933333333333333,150,149,1,0.005063909833705367,0.004742782844500209,0.052911831225273896,0.04816904838077369,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=1 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,10,6,FVQ,semantic,0.9933333333333333,150,149,1,0.0028241692710571638,0.0023673606733178535,0.07088865033421445,0.06852128966089659,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=1 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,10,6,CVQ,semantic,1.0,150,150,0,0.0030582554949858407,0.0030582554949858407,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,10,6,IVQ_d25,ordinal,1.0,150,150,0,0.0032543028399431135,0.0032543028399431135,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,10,6,IVQ_d50,ordinal,0.9866666666666667,150,148,2,0.004973301219760607,0.004304670579451516,0.05445196860263342,0.0501472980231819,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=2 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,10,6,IVQ_d75,ordinal,0.9866666666666667,150,148,2,0.010193039690154133,0.009413126398012051,0.06790662330866834,0.05849349691065629,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=2 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,10,8,FVQ,semantic,1.0,150,150,0,0.0017901600565871278,0.0017901600565871278,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,10,8,CVQ,semantic,1.0,150,150,0,0.0023227179470128316,0.0023227179470128316,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,10,8,IVQ_d25,ordinal,1.0,150,150,0,0.0028538360767167968,0.0028538360767167968,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,10,8,IVQ_d50,ordinal,0.96,150,144,6,0.01454637247152359,0.012679499568679815,0.05935132213977403,0.046671822571094215,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=6 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,10,8,IVQ_d75,ordinal,0.8,150,120,30,0.035540852120595795,0.03095728867428133,0.0538751059058536,0.02291781723157227,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,10,10,FVQ,semantic,1.0,150,150,0,0.00187786065592204,0.00187786065592204,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,10,10,CVQ,semantic,1.0,150,150,0,0.0024055596427587276,0.0024055596427587276,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,10,10,IVQ_d25,ordinal,1.0,150,150,0,0.002110718159865936,0.002110718159865936,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,10,10,IVQ_d50,ordinal,0.8133333333333334,150,122,28,0.028489460768635996,0.024243977625383887,0.04698763732137735,0.02274365969599346,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
