theme,model,model_family,is_proprietary,variant,dataset,prompt_format,num_keys,num_updates,condition,query_type,position,accuracy,gap,ci_lower,ci_upper,wilson_hw,n_trials,n_correct,n_offstream,accuracy_onstream,error_types_json,regime,split,provenance_tier,source_file,notes
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,2,30,FVQ,ordinal,1,0.9,,0.8308609494456025,0.9691390505543975,0.06913905055439752,80,72,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K2N30; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,2,0.3409090909090909,,0.27146515580190245,0.4103530260162793,0.06944393510718845,176,60,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,4,0.10416666666666667,,0.040562247710134586,0.16777108562319876,0.06360441895653209,96,10,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,6,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,8,0.8571428571428571,,0.7912898785465438,0.9229958357391704,0.06585297859631331,112,96,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,10,0.6704545454545454,,0.6015644328196113,0.7393446580894796,0.06889011263493411,176,118,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,12,0.7916666666666666,,0.7253414528481628,0.8579918804851705,0.06632521381850383,144,114,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,14,0.625,,0.5571076440563436,0.6928923559436564,0.06789235594365636,192,120,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,16,0.6761363636363636,,0.6075392790858896,0.7447334481868377,0.06859708455047403,176,119,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,18,0.8203125,,0.7534797296727171,0.8871452703272829,0.06683277032728288,128,105,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,20,0.75625,,0.6899666350837709,0.8225333649162291,0.06628336491622912,160,121,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,22,0.875,,0.8122996962277462,0.9377003037722538,0.06270030377225375,112,98,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,24,0.6590909090909091,,0.5896469739837206,0.7285348441980976,0.06944393510718846,176,116,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,26,0.59375,,0.5249150114491973,0.6625849885508027,0.06883498855080271,192,114,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,28,0.74375,,0.67642068272944,0.81107931727056,0.06732931727056006,160,119,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,30,0.6988636363636364,,0.6315494438315986,0.7661778288956741,0.06731419253203774,176,123,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,32,0.74375,,0.67642068272944,0.81107931727056,0.06732931727056006,160,119,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,34,0.6988636363636364,,0.6315494438315986,0.7661778288956741,0.06731419253203774,176,123,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,36,0.725,,0.6562267209117956,0.7937732790882044,0.06877327908820446,160,116,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,38,0.828125,,0.762341374928522,0.893908625071478,0.06578362507147795,128,106,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,40,0.7847222222222222,,0.7176572728896237,0.8517871715548208,0.06706494933259853,144,113,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,42,0.71875,,0.6495273224427286,0.7879726775572714,0.06922267755727136,160,115,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,44,0.7708333333333334,,0.70236493703996,0.8393017296267068,0.06846839629337345,144,111,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,46,0.7986111111111112,,0.7330521081147151,0.8641701141075072,0.06555900299639601,144,115,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,48,0.7777777777777778,,0.7099987013852602,0.8455568541702954,0.06777907639251761,144,112,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,50,0.6354166666666666,,0.5679020187097147,0.7029313146236186,0.06751464795695197,192,122,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,52,0.7569444444444444,,0.6871689153537328,0.826719973535156,0.06977552909071161,144,109,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,54,0.7638888888888888,,0.6947552378058229,0.8330225399719547,0.06913365108306593,144,110,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,56,0.7569444444444444,,0.6871689153537328,0.826719973535156,0.06977552909071161,144,109,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,58,0.9791666666666666,,0.9163989744333195,1.0,0.06276769223334708,48,47,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,60,0.9125,,0.846496063261101,0.9785039367388989,0.06600393673889889,80,73,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,62,0.8660714285714286,,0.801756246056594,0.9303866110862632,0.0643151825148346,112,97,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,64,0.8482142857142857,,0.7808953109939074,0.915533260434664,0.0673189747203783,112,95,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,66,0.9125,,0.846496063261101,0.9785039367388989,0.06600393673889889,80,73,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,5,75,IVQ,ordinal,68,0.9,,0.8308609494456025,0.9691390505543975,0.06913905055439752,80,72,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_block
