model,model_family,variant,num_keys,num_updates,condition,query_type,condition_label,slot,subset,label_set,C,layer,rel_depth,top1,top1_std,mean_rank,mrr,n_folds,hit_max_iter,n_probe,chance,provenance_tier,source_file,notes
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,10,0.277778,0.027936254980079678,0.009800711300763869,22.88246374501992,0.11108597537407235,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,11,0.305556,0.03351713147410358,0.006476807722113867,22.586932270916332,0.1157102137194028,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,12,0.333333,0.03351713147410358,0.005953759266945511,22.27194581673307,0.11703999769102987,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,13,0.361111,0.026342629482071712,0.007434156193321038,22.075837450199202,0.11572693053193268,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,14,0.388889,0.03511394422310757,0.005854448268686105,22.015697211155377,0.12092115010775609,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,15,0.416667,0.03272350597609562,0.009248244715457042,21.708484462151393,0.12109660585377549,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,16,0.444444,0.033510756972111554,0.010244572398628263,21.87151235059761,0.12385635674968087,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,17,0.472222,0.03829800796812749,0.009257515229734071,21.544640637450197,0.1277980983987245,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,18,0.5,0.039898007968127494,0.010056514832660202,21.49505338645418,0.12745878101820768,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,19,0.527778,0.03750438247011952,0.011420163607550684,21.34767490039841,0.1300211052431888,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,20,0.555556,0.04548207171314741,0.004706567259547551,21.64865019920319,0.1283743724340623,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,21,0.583333,0.044698007968127486,0.00533697922503511,21.394186454183266,0.12938032682436043,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,22,0.611111,0.04229163346613546,0.005356615056904804,21.046964143426294,0.13236002288157098,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,23,0.638889,0.13966852589641432,0.03041834672051146,14.584003187250994,0.2607161931221596,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,24,0.666667,0.1173195219123506,0.03712521999892915,15.25483346613546,0.2386139278677147,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,25,0.694444,0.16599203187250997,0.014730372798931845,12.984411155378485,0.29241320161532347,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,26,0.722222,0.17397928286852588,0.00887699126690989,11.688758565737052,0.3114825462880334,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,27,0.75,0.2051155378486056,0.022408786345912132,11.521156972111553,0.3292910306314705,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,28,0.777778,0.27936573705179285,0.020843443074989552,10.04219920318725,0.40716325558489475,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,29,0.805556,0.27534980079681276,0.010673667221234305,9.741243027888448,0.4059885305521579,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,30,0.833333,0.2777593625498008,0.028833951230168804,9.473721115537849,0.412460322344419,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,31,0.861111,0.3687298804780876,0.014762218096399486,6.954058964143426,0.5078128334454212,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,32,0.888889,0.39266932270916327,0.03328436921648269,6.086176892430279,0.5364196708434188,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,33,0.916667,0.3543394422310757,0.016769455105332714,5.73085577689243,0.514332599230738,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,34,0.944444,0.34714262948207175,0.02870770684299978,4.936841434262948,0.5255982117796203,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,35,0.972222,0.3447362549800797,0.03298010859676716,4.849883665338646,0.5255040713750605,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_first,0.1,36,1.0,0.34872350597609564,0.02922508884508118,4.716570517928287,0.5292140415558919,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,"DEGENERATE: cv_first == expected at k=1, not a control here"
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,0,0.0,0.030326693227091632,0.0019461553979584082,22.910642231075695,0.11013433423908547,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,1,0.027778,0.05026294820717131,0.011656631413909737,21.175882071713147,0.13924482809538613,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,2,0.055556,0.062234262948207164,0.016224383046158905,18.940082868525895,0.1661969823697844,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,3,0.083333,0.07341513944223108,0.014571968642661031,18.328350597609564,0.17680846402364434,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,4,0.111111,0.06623426294820717,0.006408232669410692,19.158495617529884,0.1702320587544656,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,5,0.138889,0.06463745019920318,0.013862292256936453,19.393628685258967,0.16431846711049497,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,6,0.166667,0.06382470119521913,0.015255063631376922,19.677781673306775,0.16129954442842911,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,7,0.194444,0.052669322709163344,0.0084827833504821,20.082779282868525,0.1514854986637339,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,8,0.222222,0.05186932270916335,0.007084638835315899,20.498514741035855,0.14629299385327466,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,9,0.25,0.04627569721115538,0.010222614564879506,21.018132270916333,0.1399759505082893,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,10,0.277778,0.05426932270916335,0.010278899780710659,21.042132270916333,0.14415829477891062,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,11,0.305556,0.05028525896414343,0.012030855501726672,20.976267729083666,0.14209446132855413,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,12,0.333333,0.054272509960159365,0.008234104879519925,21.182846215139442,0.1422220392302583,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,13,0.361111,0.05027569721115538,0.013479077775941425,21.58796812749004,0.13483839757064886,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,14,0.388889,0.055866135458167335,0.012093177924034046,21.67248446215139,0.13934474290905094,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,15,0.416667,0.04389800796812749,0.010109594402632106,21.81277131474104,0.13129777061519357,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,16,0.444444,0.04789800796812749,0.010172408029219765,22.186782470119518,0.13293094926648472,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,17,0.472222,0.04470119521912351,0.005365043848553044,21.923126693227093,0.131699130264559,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,18,0.5,0.041494820717131474,0.008178292284519835,22.01685099601594,0.1291357457243351,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,19,0.527778,0.03911394422310757,0.00691843910187518,22.301007171314744,0.12255529358518476,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,20,0.555556,0.043907569721115536,0.0091691256330776,22.830243824701196,0.1241356146476309,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,21,0.583333,0.031120318725099606,0.009570983061650488,24.03745338645418,0.11062367157409628,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,22,0.611111,0.03591075697211156,0.005625706574917676,24.24916334661355,0.11138505340541623,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,23,0.638889,0.027129880478087648,0.00583468582476142,24.91757768924303,0.09931898774118866,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,24,0.666667,0.026342629482071712,0.003243080747829244,25.15110119521912,0.09679700023824231,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,25,0.694444,0.0215394422310757,0.008189502351347001,25.28899123505976,0.09498214534597114,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,26,0.722222,0.023145816733067728,0.009229954210573854,25.739196812749004,0.09464039100649592,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,27,0.75,0.01515856573705179,0.00921719373619055,25.606670916334657,0.08673023252093282,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,28,0.777778,0.030320318725099597,0.00960984241726069,25.627394422310754,0.09764958276405902,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,29,0.805556,0.02714262948207171,0.0068938949690749846,25.616385657370518,0.09756145122654021,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,30,0.833333,0.02474262948207171,0.004658465819218678,25.5464,0.09597105729637434,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,31,0.861111,0.027926693227091636,0.009071201906063557,24.891196812749005,0.10087692975130877,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,32,0.888889,0.03111394422310757,0.009863100513231093,23.346852589641433,0.11128103924609627,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,33,0.916667,0.0319394422310757,0.008805794825430539,21.935005577689246,0.12129154234610769,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,34,0.944444,0.04786613545816733,0.01203605151562292,20.121698804780877,0.14206285339478367,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,35,0.972222,0.04706932270916335,0.009497524520437796,19.616812749003987,0.14421770249933846,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
Qwen2.5-3B-Instruct,Qwen2.5,base,5,10,FVQ,ordinal,k1,1,wrong,cv_last,0.1,36,1.0,0.04946932270916335,0.008149137018840638,19.31335458167331,0.14815026504100398,5,False,1253,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/Qwen2.5-3B-Instruct_5k_10u/probe_fits_wrong.json,
