theme,model,model_family,is_proprietary,variant,dataset,prompt_format,num_keys,num_updates,condition,query_type,position,accuracy,gap,ci_lower,ci_upper,wilson_hw,n_trials,n_correct,n_offstream,accuracy_onstream,error_types_json,regime,split,provenance_tier,source_file,notes
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,6,0.9844,,0.9361,1.0,0.0483,64,63,0,0.9844,"{""correct"": 63, ""in_sequence"": 1}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,7,0.9844,,0.9361,1.0,0.0483,64,63,0,0.9844,"{""correct"": 63, ""in_sequence"": 1}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,8,0.9722,,0.9224,1.0,0.0498,72,70,0,0.9722,"{""correct"": 70, ""in_sequence"": 2}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,21,0.9659,,0.9199,1.0,0.0461,88,85,0,0.9659,"{""correct"": 85, ""in_sequence"": 3}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,34,0.9844,,0.9361,1.0,0.0483,64,63,0,0.9844,"{""correct"": 63, ""in_sequence"": 1}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,47,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,60,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,73,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,86,0.9844,,0.9361,1.0,0.0483,64,63,0,0.9844,"{""correct"": 63, ""in_sequence"": 1}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,IVQ,ordinal,99,0.9844,,0.9361,1.0,0.0483,64,63,0,0.9844,"{""correct"": 63, ""in_sequence"": 1}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,CVQ,ordinal,100,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,100,CVQ,semantic,last,0.9574,,0.9102,1.0,0.0472,94,90,0,0.9574,"{""correct"": 90, ""in_sequence"": 4}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=2; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,FVQ,ordinal,1,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,2,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,3,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,4,0.9844,,0.9361,1.0,0.0483,64,63,0,0.9844,"{""correct"": 63, ""in_sequence"": 1}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,5,0.9844,,0.9361,1.0,0.0483,64,63,0,0.9844,"{""correct"": 63, ""in_sequence"": 1}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,6,0.9659,,0.9199,1.0,0.0461,88,85,0,0.9659,"{""correct"": 85, ""in_sequence"": 3}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,7,0.9722,,0.9224,1.0,0.0498,72,70,0,0.9722,"{""correct"": 70, ""in_sequence"": 2}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,8,0.9659,,0.9199,1.0,0.0461,88,85,0,0.9659,"{""correct"": 85, ""in_sequence"": 3}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,35,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,63,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,90,0.9844,,0.9361,1.0,0.0483,64,63,0,0.9844,"{""correct"": 63, ""in_sequence"": 1}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,117,0.9375,,0.8889,0.9861,0.0486,112,105,0,0.9375,"{""correct"": 105, ""in_sequence"": 7}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,144,0.9333,,0.8855,0.9811,0.0478,120,112,0,0.9333,"{""correct"": 112, ""in_sequence"": 8}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,172,0.8646,,0.8156,0.9136,0.049,192,166,0,0.8646,"{""correct"": 166, ""in_sequence"": 26}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,IVQ,ordinal,199,0.855,,0.8058,0.9042,0.0492,200,171,0,0.855,"{""correct"": 171, ""in_sequence"": 29}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,CVQ,ordinal,200,0.9479,,0.8981,0.9977,0.0498,96,91,0,0.9479,"{""correct"": 91, ""in_sequence"": 4, ""out_of_context"": 1}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,200,CVQ,semantic,last,0.9386,,0.8908,0.9864,0.0478,114,107,0,0.9386,"{""correct"": 107, ""in_sequence"": 7}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=6; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,300,FVQ,ordinal,1,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
07_cot_ivq,claude-4.5-sonnet,Claude-4.5,True,cot_thinking,arbitrary_single,flat_nolabel,5,300,IVQ,ordinal,2,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq_arbitrary_single/claude-sonnet-4-5-20250929__cot_thinking__ARBITRARY_SINGLE/checkpoint.json,model_id=claude-sonnet-4-5-20250929; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0; thinking_budget=3000
